a,а
equipment,аппаратура
era,эра
errand,дело
error,ошибка
escape,убегать
esoteric,мистический
essence,суть
essential,необходимый
establishment,утверждение
evaluate,оценивать
even,также
even,непременно
evening,вечер
event,событие
ever,никогда
ever,всегда
everlasting,бессмертный
every,каждый
everything,все
evidence,доказательство
evil,плохой
examine,анализировать
example,пример
excavate,выкапывать
exchange,обмен
excitement,волнение
excuse,извинить
exercise,физическая подготовка
exist,существовать
existence,существо
exit,выход
expect,ожидать
expectation,ожидание
expenditure,расходы
expense,расходы
experience,опыт
expert,специалист
explain,объяснять
explanation,описание
explode,вырвать
exploit,использовать
explore,исследовать
export,экспортировать
expose,подвергнуть
exposure,открытие
expression,выражение
extend,расширять
external,наружный
extract,выделять
extraordinary,чудесный
eye,глаз
face,лицо
facilitate,facilitate
fact,факт
factory,фабрика
factual,фактический
fade,уменьшить
fail,неудача
failure,неудача
fairness,справедливость
fairy,фея
faith,вера
faithful,верный
fall,падение
falsehood,ложь
family,семья
fan,баллон
fang,зуб
fantastic,фантастический
fantasy,мифология
far,дальний
far,далеко
farm,ферма
farmer,фермер
fashion,модель
fast,быстрый
father,отец
fatigue,усталость
faulty,ошибка
favorite,любимый
fear,страшилка
fearless,бесстрашный
feast,праздник
feature,характеристика
feed,кормить
feed,подкормить
feedback,возврат
feel,чувствовать
feeling,чувство
female,женский
fence,ограда
ferment,вызывать
ferry,паром
fetch,вытягивать
few,немного
few,few
fewer,меньше
fibre,волокно
fiction,фантастика
field,поле
fight,бороться
figure,образ
file,счёт
filial,родовой
fill,заполнять
film,кино
filter,фильтр
final,окончательный
find,найти
find,найди
fine,тонкий
fingerprint,печать пальцев
finish,завершить
fire,огонь
firm,фирма
first,первый
fish,рыба
fit,подходить
fit,пригодный
fitness,спорт
five,пятый
five,пять
flag,флаг
flame,огонь
flash,светить
flat,ровный
flesh,мясо
flexibility,гибкость
flexible,гибкий
flight,полёт
float,плавать
flood,наводнение
flower,цветок
fluency,языковая способность
flush,откачать
fly,лететь
focus,фокус
fold,складывать
follow,следовать
food,пища
food,еда
foot,нога
footprint,печать стопы
for,для
forbid,запрещать
force,силу
force,сила
forced,强уд
forceful,силеный
forehead,лоб
foreign,иностранный
forever,навсегда
forget,забыть
forgive,прощать
form,форма
formal,формальный
format,формат
former,бывший
fornicate,нарушить
forthcoming,будущий
fortress,форт
fortunate,удачный
forward,вперёд
found,найден
four,четвертый
four,четыре
fourth,четвертый
fox,лиса
fraction,доля
fragment,часть
fragrance,аромат
frail,слабый
frame,рамка
france,франция
frank,откровенный
free,свободный
freedom,свобода
freeze,замерзать
frenzy,буйство
frequency,частота
fresh,сытый
friend,друг
friendly,дружелюбный
friendship,другие
frighten,страшить
frivolous,лёгкий
from,из
front,перед
frontier,граница
frost,лед
fruit,фрукты
fuel,топливо
full,полный
function,функция
fundamental,основной
funeral,похороны
funny,комичный
furniture,мебель
furrow,рыжий
further,более
future,будущее
gain,прибыль
gallant,добродушный
galvanize,запускать
game,игра
gang,клан
gap,прокол
garb,одежда
gather,собираться
gather,собирать
gaze,смотреть
gene,ген
general,общий
generate,создавать
generous,скромный
genesis,начало
genre,жанр
gentleman,джентльмен
geography,география
geological,геологический
geometry,геометрия
germ,герм
gestate,находиться
gesture,гест
get,получить
get,получать
ghost,дух
ghostly,призрачный
gift,подарок
giggle,смеяться
girl,девочка
give,дать
glacier,ледник
glad,радостный
glass,стекло
glide,лететь
glitter,блестить
global,глобальный
gloom,туманность
glory,слава
glow,светить
glue,лаки
go,идти
goal,цель
goat,коза
god,бог
gold,золото
good,хороший
good,хорошо
goodbye,прощание
goods,товары
gorgeous,красивый
governance,управление
government,правительство
government,государство
grab,хватать
graceful,подвижный
grade,оценка
gradual,поэтапный
graduate,окончить
graft,нарезать
grain,зерно
grammar,грамматика
grand,великий
grandfather,дед
grandmother,бабушка
grape,виноград
graphic,графический
graphite,графит
grass,трава
gratitude,одарение
gravity,тяжестность
great,грандиозный
great,великий
greed,зависть
green,зелёный
grey,серый
grid,сетка
grief,боль
grievous,тяжёлый
groan,грустить
ground,земля
group,группа
grow,расти
growth,рост
guard,охранять
guess,подумать
guest,гость
guidance,направление
guide,руководство
guilt,сознавание
guilty,виновный
gullible,доверчивый
gun,пушка
gunpowder,порох
gust,ветер
guy,парень
guy,мальчик
habit,поведение
habitat,место обитания
hack,хакерство
hair,волосы
haircut,стрижка
half,полу
halfway,полпути
hall,зал
hallmark,знак
hand,рука
hands-free,без рук
happen,случиться
happen,событие
happy,счастливый
hard,твердый
hard,трудный
harmony,гармония
hashtag,хэш-тег
hate,ненависть
haunted,оккупирующийся призраками
have,иметь
have,мочь
haystack,солома
he,он
head,головка
head,голова
heal,излечивать
health,здоровье
heap,навал
hear,слышать
heart,сердце
heat,жар
heavy,тяжёлый
heed,слушать
height,высота
helmet,шлем
help,помогать
helpless,безнадёжный
hemisphere,полушарие
her,её
her,ее
here,здесь
hereafter,после
heritage,наследство
hero,герой
hesitant,застенчивый
hidden,скрытый
hide,скрывать
high,высокий
highly,очень сильно
highness,высокость
hill,горка
him,него
him,его
himself,сам себя
hinder,мешать
hire,наймать
his,его
history,история
hoard,складывать
hog,свинья
hold,держать
hold,держаться
hole,дыра
holiday,праздник
holistic,целостный
home,дом
homeless,бездомный
homely,уютный
homework,домашнее задание
honesty,честность
honor,честь
hook,крючок
hoping,надеяться
horizon,горизонт
horse,лошадь
hospital,больница
host,хозяин
hostile,враждебный
hot,горячий
hour,час
hourglass,часовой механизм
house,дом
household,домашний
hover,лететь
hoverboard,hoverboard
how,как
how,как?
however,днесь
however,dochto
howl,выть
human,человек
humanity,люди
humiliation,умилостивление
humor,юмор
hunger,голод
hunt,охотиться
hurricane,ураган
hurry,спешить
husband,муж
hybrid,гибрид
hyperbole,перегородка
hypnotic,гипнотический
i,я
iceberg,ледник
idea,идея
identical,одинаковый
identify,выявлять
identity,идентичность
idolize,подражать
if,если
ignite,зажигать
illusion,иллюзия
image,изображение
imagery,изображение
imaginary,мифический
imagination,воображение
imagine,визуализировать
immense,огромный
immigration,иммиграция
importance,важность
important,важный
impression,впечатление
in,в
in,внутри
inactive,бездейственный
inadequate,недостаточный
include,включать
including,включая
incorrect,неправильный
increase,увеличение
incredible,необычайный
independence,независимость
index,индекс
indifference,безразличие
indirect,не прямой
individual,индивидуальный
industrial,промышленный
industry,промышленность
infamous,плохой
infancy,детство
infatuate,влюблять
infatuation,обожание
infinite,бесконечный
influence,влиять
informal,неподготовленный
information,информация
infrastructure,инфраструктура
inheritance,наследство
inhumane,нечеловеческий
initial,начальный
initiative,инициатива
innocent,невиновный
innovation,новация
input,вводить
inquire,спрашивать
insanity,безумие
insist,нажимать
inspiration,настойчивость
instruction,инструкция
instrument,инструмент
insurance,страхование
intact,целостный
integrate,сбалансировать
intelligence,разумность
intensity,тепло
intent,цель
interact,погружаться
interaction,общение
intercept,перехватывать
interest,интерес
intermediate,средний
internal,внутренний
international,международный
internet,интернет
interpret,толковать
interrupt,прерывание
interview,интервью
intimate,близкий
into,в
into,внутри
invade,занимать
invent,изобретать
invention,изобретение
investigate,исследовать
investigation,исследование
invisible,невидимый
invitation,приглашение
invite,предлагать
iron,железо
irony,ирония
irresistible,неотразимый
island,остров
isolation,одиночество
issue,вопрос
it,это
itchy,скучный
itinerary,маршрут
its,его
its,ее
jackal,манул
jargon,технический язык
jealous,завистливый
jerk,переход
jittery,беспокойный
job,работа
jobless,безработный
journey,путешествие
joy,радость
joyful,радостный
judge,судить
jump,скакать
jump,прыгнуть
just,только
justice,справедливость
karma,карума
keep,держивать
keep,хранить
key,ключ
kid,ребенок
kill,убивать
kill,убить
kind,вид
kindness,добротность
kinetic,кинетический
kiss,целовать
kitchen,кухня
know,знать
knowingly,знающий
knowledge,знание
labour,труд
labyrinth,лабиринт
lack,недостаток
lady,леди
lake,озеро
lamb,овца
language,язык
large,большой
last,последний
late,поздно
later,позже
later, позже
laugh,смеяться
laughter,смех
law,закон
lawful,законный
layman,неподготовленный
lead,вести
leader,лидер
leadership,руководство
leaf,лист
league,лига
leak,течь
learn,знать
learn,учиться
lease,наймать
least,наименьший
least,менее
leave,уходить
leave,уйти
legacy,наследие
legitimate,справедливый
leisure,время свободное
lend,займать
length,длина
lengthy,долгий
lens,объектив
lessen,уменьшить
lesson,урок
let,дать
let,позволять
letter,письмо
level,уровень
leverage,применение силы
liberal,свободный
library,библиотека
lie,ложь
life,жизнь
lifeless,безжизненный
lift,поднять
light,свет
like,как
like,похожий
limit,ограничение
limited,ограниченный
limp,потерять равновесие
line,линия
line,лайн
lineage,родословная
linger,остаться
link,связь
lion's share,золотая горка
liquidate,ликвидировать
list,список
listen,слушать
literature,литература
little,маленький
live,жить
liveliness,жизнь
lively,живой
living,жить
load,загрузка
loan,займ
local,местный
location,местоположение
lock,замок
loftily,величаво
logarithm,логарифм
logic,логика
long,длинный
long,долгий
longevity,долголетие
look,смотреть
lookout,сторожевой пост
loom,бить
loot,кража
lordship,власть
lose,проиграть
loss,потеря
lot,много
lot,лот
lotus,лотос
love,любовь
loveless,ненавистный
low,низкий
lucky,удачливый
lumber,лесоматериал
luminous,светящийся
lunacy,безумие
lustful,жадный
luxurious,шикарный
lyre,лира
macroscopic,микроскопический
magnify,увеличить
maintain,поддерживать
major,основной
majority,большинство
make,делать
make,сделать
malevolent,плохой
man,человек
maneuver,маневр
manicure,стрижка ногтей
mankind,человечество
many,много
maple,ясень
marble,мрамор
margin,промежуток
market,рынок
marriage,брак
marry,жениться
mask,маска
masturbation,телесное удовлетворение
materialism,материализм
mathematical,математический
matrix,сеть
maximize,максимизировать
may,может
maybe,может быть
me,меня
mealtime,время приема пищи
mean,означать
mean,значить
meanwhile,пока
meditate,заниматься медитацией
medium,средство
meet,сойтись
meet,встретиться
melt,таять
member,член
memorandum,документ
memory,память
mental,ментальный
mention,упоминание
mentorship,наставничество
merge,слияние
messy,холостой
metaphysics,метафизика
microscope,микроскоп
midnight,полночь
might,можно
might,может быть
mighty,великий
milk,молоко
million,миллион
mindful,сознательный
mineral,минерал
minority,меньшинство
minute,минута
miracle,чудо
misery,беда
mistake,ошибка
mixture,микстура
model,модель
moderate,средний
moment,момент
momentum,момент
money,денег
money,деньги
monk,монах
month,месяц
monthly,ежемесячный
moonlight,луна
moral,нравственный
morality,нравственность
more,больше
moreover,кроме того
moreover,более того
morning,утро
most,большинство
mostly,в основном
mother,матерь
mother,мать
motherhood,материнство
motivation,мотивация
mountainous,горный
mouthwatering,вкусный
move,двигаться
move,перемещать
mr,господин
mr,мистер
mr.,мистер
much,много
multiplied,умножать
multiplying,размножение
muscle,мышца
music,музыка
musician,музыкант
must,должно
my,моё
my,мой
mysterious,загадочный
mythical,легендарный
n't,не
nadir,низшая точка
naive,напыщенный
name,имя
nation,нация
national,национальный
naturalism,природничество
nature,природа
neatly,как обычно
necessity,необходимость
need,нуждать
need,нуждаться
needle,игла
needless,бесполезный
negative,отрицательный
neglect,забывать
neighborhood,округ
networking,сетевое взаимодействие
never,никогда
new,новый
newbie,новичок
newsflash,объявление о новости
next,следующий
next,завтра
night,ночь
nightly,ночью
no,нет
nonchalant,бесхитростный
nonsense,бессмыслица
nonverbal,невербальный
noontide,полдень
normality,нормальность
not,не
not,нет
notebook,записная книга
nothing,ничто
novelty,новизна
now,сейчас
number,число
nutrient,пища
obedience,подчинение
objectivity,объективность
oblige,обязывать
obsess,захватывать
obstacle,препятствие
obvious,очевидный
occupation,работа
odyssey,путешествие
of,от
of,из
off,от
off,сбоку
offender,злоумышленник
offer,предложение
offer,предложить
office,офис
often,часто
oftentimes,часто
oh,о
oh-so,очень
okayness,удовлетворенность
old,старый
old-fashioned,старомодный
omniscient,всезнающий
on,на
onboard,на борту
once,один раз
once-in-a-lifetime,бесценное событие
one,один
one,одна
one-to-one,один ко одному
online,онлайн
only,только
open,открытый
open-minded,открытый
operate,работать
opinion,мнение
oppose,сопротивляться
oppressive,тюремный
option,выбор
or,или
ordeal,испытание
order,заказ
orderly,организованный
ordinary,обычный
organization,организация
origin,источник
originality,оригинальность
other,другой
others,другие
our,наш
our,наши
out,на
out,из
outcaste,изгнанец
over,над
own,свой
parent,родитель
part,часть
party,партия
pass,перейти
passion,страсть
path,путь
pay,оплатить
people,люди
perhaps,может быть
person,человек
place,место
plan,план
play,играть
play,игра
point,точка
policy,политика
political,политический
possible,возможный
pound,фунт
power,мощь
power,сила
practical,практичный
present,презентовать
president,президент
principle,принцип
probably,вероятно
problem,задача
process,процесс
program,программа
promote,поддерживать
protection,защита
provide,предоставлять
provide,предоставить
public,общественный
put,поставить
put,положить
question,вопрос
raise,поднять
rate,скорость
reach,достичь
read,читать
real,реальный
real,действительный
really,действительно
really,на самом деле
reason,причина
remain,оставаться
remember,запомнить
report,отчет
require,требовать
research,исследование
result,результат
right,правильный
right,правая
river,река
role,роль
room,комната
run,бежать
same,тот же
sample,пример
say,скажу
say,говорить
school,школа
second,секунда
see,видеть
see,смотреть
seem,казаться
seem,сказать
sell,продать
send,послать
sense,смысл
serve,служить
service,услуга
service,сервис
set,набор
set,сеть
settle,завершить
several,несколько
she,она
shop,магазин
should,должно
show,показывать
side,сторона
since,с тех пор как
since,поскольку
sit,сидеть
six,шесть
small,маленький
so,так
social,общественный
social,социальный
solution,решение
some,некоторое
some,некоторый
something,что-то
sometimes,иногда
somone,что-то
speak,говорить
spend,тратить
spend,затратить
stand,стоять
start,начинать
state,государство
state,статья
stay,остаться
still,сейчас
still,теперь
stop,остановить
story,история
story,сюжет
strong,сильный
student,ученик
student,студент
study,изучать
study,учиться
substance,вещество
such,такой
sure,ужасно
sure,конечно
survive,жить
system,система
take,брать
talk,говорить
talk,разговаривать
teacher,наставник
team,команда
technique,техника
tell,скажи
tell,сказать
than,чем
that,что
that,тот
the,который
the,объект
their,их
them,их
them,им
themselves,сами
then,тогда
then,затем
there,там
these,эти
they,они
thing,вещь
think,думать
this,этот
those,те
those,эти
though,хотя
three,три
through,через
time,время
tiny,маленький
title,название
to,ко
to,кому
today,сегодня
together,вместе
tomorrow,завтра
too,слишком
too,да
toward,в направлении
try,попробовать
turn,поворачивать
turn,переворачивать
two,два
under,под
understand,понимать
unless,если не
until,до того момента
until,до
up,вверх
us,нас
use,использовать
value,ценность
very,очень
volunteer,волонтер
wait,ждать
walk,ходить
want,хотеть
war,война
watch,смотреть
water,вода
way,способ
way,путь
we,мы
week,неделя
well,хорошо
what,что
when,когда
where,где
where,куда?
whether,либо
which,который
which,кто?
while,при этом
while,когда
white,белый
who,кто
who,кто?
why,почему
why,за что?
will,будет
will,сбудет
win,выиграть
with,с
within,внутри
within,с внутри
without,без
woman,женщина
word,слово
work,работать
work,работа
world,мир
would,было
would,было бы
write,писать
write,написать
yeah,да
year,год
yes,да
yet,еще
yet,еще не
you,ты
you,твой
young,молодой
your,твой